family,group,target_budget,opponent,level,direction,scenario_id,experiment_id,source_plan,canonical_request_sha256,shares_A_json,samples,A_wins,draws,B_wins,A_win_rate,mean_rounds,design_nominal_budget_A,design_nominal_budget_B,budget_A,budget_B,A_budget_ratio,A_bench_economic_loss_rate,B_bench_economic_loss_rate,A_initial_soldier,A_raw_dead_soldier,A_raw_wounded_soldier,A_initial_spearman,A_raw_dead_spearman,A_raw_wounded_spearman,A_initial_archer,A_raw_dead_archer,A_raw_wounded_archer,A_initial_knight,A_raw_dead_knight,A_raw_wounded_knight,A_raw_dead,A_raw_wounded,A_projected_dead,A_projected_wounded,A_projected_prisoners,A_design_unspent,B_initial_soldier,B_raw_dead_soldier,B_raw_wounded_soldier,B_initial_spearman,B_raw_dead_spearman,B_raw_wounded_spearman,B_initial_archer,B_raw_dead_archer,B_raw_wounded_archer,B_initial_knight,B_raw_dead_knight,B_raw_wounded_knight,B_raw_dead,B_raw_wounded,B_projected_dead,B_projected_wounded,B_projected_prisoners,B_design_unspent
E-add,archer,12000,archer,20,B-A,e-add-archer-b12000-s20-vs-archer,9b84b2283c98c7234103b8ab,vps/E-add-archer,bfcd0fe7f34aa8989ecec1456b5f8280bf17d50cd781166879b800ae6ddcd5cc,null,2000,1799,0,201,0.8995,2.8995,14400,12000,14370,11970,1.2005012531328,0.048929018789144,0.050739766081871,240,204.944,30.898,0,0,0,171,0.7995,166.799,0,0,0,205.7435,197.697,10.3475,9.7495,0.091,30,0,0,0,0,0,0,171,156.073,14.927,0,0,0,156.073,14.927,7.942,0.7345,0,30
E-add,archer,12000,archer,35,B-A,e-add-archer-b12000-s35-vs-archer,229de75d7b49c2c63d69956e,vps/E-add-archer,6b396abd0f5dbd7e3a4546f36097e4311783c91d2b749499f446316555d457a3,null,2000,2000,0,0,1,2.9445,16200,12000,16170,11970,1.3508771929825,0.043127087198516,0.050619883040936,420,201.2705,161.9605,0,0,0,171,0,147.956,0,0,0,201.2705,309.9165,10.0275,15.522,0,30,0,0,0,0,0,0,171,165.0405,5.9595,0,0,0,165.0405,5.9595,8.3625,0.2935,0,30
E-add,archer,12000,archer,50,B-A,e-add-archer-b12000-s50-vs-archer,f68b61df91a325d1e732332f,vps/E-add-archer,cd9ecf4bcafba4c02294dee3b9a32ac2b960ff0348dcb1c7e39661a2c27ecfe5,null,2000,2000,0,0,1,2.609,18000,12000,17970,11970,1.5012531328321,0.034747913188648,0.050695906432749,600,145.433,273.167,0,0,0,171,0,119.222,0,0,0,145.433,392.389,7.275,19.602,0,30,0,0,0,0,0,0,171,131.015,39.985,0,0,0,131.015,39.985,6.62,2.049,0,30
E-add,archer,12000,archer,100,B-A,e-add-archer-b12000-s100-vs-archer,9d0f5cbcb4f4e3bfc0c4fb0c,vps/E-add-archer,6610d709d9cfff571405d52044503731f6275c6405a9c2b6194f0611dd79e796,null,2000,2000,0,0,1,2.0275,24000,12000,23970,11970,2.0025062656642,0.019498122653317,0.050374269005848,1200,58.882,410.935,0,0,0,171,0,66.7035,0,0,0,58.882,477.6385,2.972,23.905,0,30,0,0,0,0,0,0,171,92.3995,78.6005,0,0,0,92.3995,78.6005,4.6535,3.9605,0,30
E-add,archer,12000,knight,0,A-B,e-add-archer-b12000-s0-vs-knight,a336234b2bd2ac61331e39d4,vps/E-add-archer,35be79c5c128b6e4343bfeefa1db2f2aeb0a0150c17aa99303e7622a603c351b,null,2000,6,0,1994,0.003,1.003,12000,12000,11970,11550,1.0363636363636,0.021663742690058,0.051,0,0,0,0,0,0,171,73.7485,0,0,0,0,73.7485,0,3.7045,0,0,30,0,0,0,0,0,0,0,0,0,21,0.063,20.937,0.063,20.937,0.005,1.066,0,450
E-add,archer,12000,knight,5,A-B,e-add-archer-b12000-s5-vs-knight,c36b8bb70dada1335e255c57,vps/E-add-archer,96b825a4b23fd7f053620bfc6efdc543b47d953d69863765be768fc06b6578a9,null,2000,1878,0,122,0.939,1.9385,12600,12000,12570,11550,1.0883116883117,0.030848448687351,0.050761904761905,60,37.0255,0,0,0,0,171,104.9875,0,0,0,0,142.013,0,7.1655,0,0,30,0,0,0,0,0,0,0,0,0,21,19.7165,1.2835,19.7165,1.2835,0.994,0.072,0,450
E-add,archer,12000,knight,10,A-B,e-add-archer-b12000-s10-vs-knight,c80a11b505c6347ef64f5dfe,vps/E-add-archer,b7bb3f05b9562dd03e59e2e66a8e160ba23b43f42579b6de7b49f83d3c2be10d,null,2000,2000,0,0,1,1.998,13200,12000,13170,11550,1.1402597402597,0.025356112376614,0.050452380952381,120,60.5125,0,0,0,0,171,86.0235,0,0,0,0,146.536,0,7.384,0,0,30,0,0,0,0,0,0,0,0,0,21,20.975,0.025,20.975,0.025,1.059,0.0005,0,450
E-add,archer,12000,knight,20,A-B,e-add-archer-b12000-s20-vs-knight,6148edd04297948bf65b5caa,vps/E-add-archer,37fc1efa89651a1c1da1dd0d810a0f509396332dc47b0ee899cce3bfe0798bbd,null,2000,2000,0,0,1,1.9975,14400,12000,14370,11550,1.2441558441558,0.017869519832985,0.0505,240,85.194,0,0,0,0,171,60.49,0,0,0,0,145.684,0,7.2945,0,0,30,0,0,0,0,0,0,0,0,0,21,20.968,0.032,20.968,0.032,1.0595,0.001,0,450
E-add,archer,12000,knight,35,A-B,e-add-archer-b12000-s35-vs-knight,c95a73a7f4f1df13ca6de8ab,vps/E-add-archer,f4367321018ef1f36ac13721d71825433aa631b030d16eddd54c68e3167a9940,null,2000,2000,0,0,1,1.995,16200,12000,16170,11550,1.4,0.012589672232529,0.050404761904762,420,103.4755,0,0,0,0,171,42.087,0,0,0,0,145.5625,0,7.3285,0,0,30,0,0,0,0,0,0,0,0,0,21,20.9485,0.0515,20.9485,0.0515,1.0565,0.002,0,450
E-add,archer,12000,knight,50,A-B,e-add-archer-b12000-s50-vs-knight,b805b071539555b260a8ece6,vps/E-add-archer,a6564fac2540e8a14652a824b39fcc053f391f5020f105bcb86e12dc420d2886,null,2000,2000,0,0,1,1.988,18000,12000,17970,11550,1.5558441558442,0.0094660545353367,0.050261904761905,600,112.263,0,0,0,0,171,31.8875,0,0,0,0,144.1505,0,7.2185,0,0,30,0,0,0,0,0,0,0,0,0,21,20.8575,0.1425,20.8575,0.1425,1.05,0.0055,0,450
E-add,archer,12000,knight,100,A-B,e-add-archer-b12000-s100-vs-knight,2bead3499c37037dd6768c7c,vps/E-add-archer,46c84cdc161eee18f8ab6e7646076992c5e044c53887ce8814050e534c14d9a1,null,2000,2000,0,0,1,1.476,24000,12000,23970,11550,2.0753246753247,0.0037603254067584,0.051214285714286,1200,91.132,0,0,0,0,171,12.884,0,0,0,0,104.016,0,5.1765,0,0,30,0,0,0,0,0,0,0,0,0,21,17.6985,3.3015,17.6985,3.3015,0.897,0.1785,0,450
E-add,archer,12000,knight,0,B-A,e-add-archer-b12000-s0-vs-knight,a336234b2bd2ac61331e39d4,vps/E-add-archer,49d4b23c42e173b1bcdc7cd48f22932e3a82504dd30129431f21b83876d94cb2,null,2000,2,0,1998,0.001,1.003,12000,12000,11970,11550,1.0363636363636,0.021663742690058,0.05102380952381,0,0,0,0,0,0,171,73.7485,0,0,0,0,73.7485,0,3.7045,0,0,30,0,0,0,0,0,0,0,0,0,21,0.041,20.959,0.041,20.959,0.0045,1.067,0,450
E-add,archer,12000,knight,5,B-A,e-add-archer-b12000-s5-vs-knight,c36b8bb70dada1335e255c57,vps/E-add-archer,b0b6e1cb30b07b42095f3716e3e34beca96b5f5acbd1dfd7a2c15f9c31c85792,null,2000,1115,0,885,0.5575,1.939,12600,12000,12570,11550,1.0883116883117,0.0309184566428,0.051309523809524,60,37.1125,0,0,0,0,171,105.201,0,0,0,0,142.3135,0,7.1815,0,0,30,0,0,0,0,0,0,0,0,0,21,13.15,7.85,13.15,7.85,0.67,0.4075,0,450
E-add,archer,12000,knight,10,B-A,e-add-archer-b12000-s10-vs-knight,c80a11b505c6347ef64f5dfe,vps/E-add-archer,8e3097b7a43e878d6b65f48c07e07b384da9e189a62fe5b76f664c27e884d2a0,null,2000,1902,0,98,0.951,2,13200,12000,13170,11550,1.1402597402597,0.025395975702354,0.05047619047619,120,60.643,0,0,0,0,171,86.1955,0,0,0,0,146.8385,0,7.3945,0,0,30,0,0,0,0,0,0,0,0,0,21,18.586,2.414,18.586,2.414,0.948,0.112,0,450
E-add,archer,12000,knight,20,B-A,e-add-archer-b12000-s20-vs-knight,6148edd04297948bf65b5caa,vps/E-add-archer,20ec7cb05220a548a8e792a35a687dc3dd72505a97207fcee3bda13a2278cda9,null,2000,2000,0,0,1,2,14400,12000,14370,11550,1.2441558441558,0.017987821851079,0.050452380952381,240,85.8875,0,0,0,0,171,60.987,0,0,0,0,146.8745,0,7.3475,0,0,30,0,0,0,0,0,0,0,0,0,21,20.955,0.045,20.955,0.045,1.0585,0.001,0,450
E-add,archer,12000,knight,35,B-A,e-add-archer-b12000-s35-vs-knight,c95a73a7f4f1df13ca6de8ab,vps/E-add-archer,70f1923ce616d8cb80835582f71f064427f4db99a15073d6d8eaee906a157802,null,2000,2000,0,0,1,2,16200,12000,16170,11550,1.4,0.012702226345083,0.0505,420,104.401,0,0,0,0,171,42.4315,0,0,0,0,146.8325,0,7.3935,0,0,30,0,0,0,0,0,0,0,0,0,21,21,0,21,0,1.0605,0,0,450
E-add,archer,12000,knight,50,B-A,e-add-archer-b12000-s50-vs-knight,b805b071539555b260a8ece6,vps/E-add-archer,7d236c36081d4aa4842f65d4ed3b2bcd86bf48eacdf2dcef8cdc98f0f839c6f8,null,2000,2000,0,0,1,2,18000,12000,17970,11550,1.5558441558442,0.0096410684474124,0.0505,600,114.2705,0,0,0,0,171,32.478,0,0,0,0,146.7485,0,7.344,0,0,30,0,0,0,0,0,0,0,0,0,21,21,0,21,0,1.0605,0,0,450
E-add,archer,12000,knight,100,B-A,e-add-archer-b12000-s100-vs-knight,2bead3499c37037dd6768c7c,vps/E-add-archer,e98d06f3e0342c3dc264860666c9fab11c0298c481705003497ec19be73677e1,null,2000,2000,0,0,1,2,24000,12000,23970,11550,2.0753246753247,0.0054313725490196,0.0505,1200,128.4005,0,0,0,0,171,18.3475,0,0,0,0,146.748,0,7.391,0,0,30,0,0,0,0,0,0,0,0,0,21,21,0,21,0,1.0605,0,0,450
E-add,archer,12000,soldier,0,A-B,e-add-archer-b12000-s0-vs-soldier,9dc70450af0d494f7577cfaf,vps/E-add-archer,e3925504a6cce1422fc610fe342508487c7dd5995657d3cefa27408a22864604,null,2000,2000,0,0,1,5,12000,12000,11970,12000,0.9975,0.046751461988304,0.0361675,0,0,0,0,0,0,171,0,160.2085,0,0,0,0,160.2085,0,7.9945,0,30,1200,523.1665,450.1985,0,0,0,0,0,0,0,0,0,523.1665,450.1985,26.2255,17.1755,5.3785,0
E-add,archer,12000,soldier,5,A-B,e-add-archer-b12000-s5-vs-soldier,9d5ae67d37ca0dd1d9e31f84,vps/E-add-archer,34875d7144886b8529d744cd92609b25f593d7565c9c6c88b7b567897ea24cac,null,2000,2000,0,0,1,5,12600,12000,12570,12000,1.0475,0.038876292760541,0.036375,60,8.9195,48.672,0,0,0,171,0,131.866,0,0,0,8.9195,180.538,0.45,9.0065,0,30,1200,523.4925,456.0255,0,0,0,0,0,0,0,0,0,523.4925,456.0255,26.225,17.425,5.458,0
E-add,archer,12000,soldier,10,A-B,e-add-archer-b12000-s10-vs-soldier,8e94f8effee1c0cd3516b517,vps/E-add-archer,e633cb6cac27941eccd3c8544fe7461007b398f2a594901124df89b04aeac965,null,2000,2000,0,0,1,5,13200,12000,13170,12000,1.0975,0.03188914198937,0.03655875,120,7.92,100.5935,0,0,0,171,0,104.673,0,0,0,7.92,205.2665,0.417,10.225,0,30,1200,524.064,461.6955,0,0,0,0,0,0,0,0,0,524.064,461.6955,26.2635,17.607,5.503,0
E-add,archer,12000,soldier,20,A-B,e-add-archer-b12000-s20-vs-soldier,1845cc5aca353540f4c26080,vps/E-add-archer,92266a3c61d3796777f1752d0a507ae49767e1463606aedfaa657be589d2ff7d,null,2000,2000,0,0,1,5,14400,12000,14370,12000,1.1975,0.022839248434238,0.037005,240,4.354,183.5295,0,0,0,171,0.001,67.4565,0,0,0,4.355,250.986,0.231,12.543,0,30,1200,526.278,471.973,0,0,0,0,0,0,0,0,0,526.278,471.973,26.392,18.014,5.633,0
E-add,archer,12000,soldier,35,A-B,e-add-archer-b12000-s35-vs-soldier,9d73fa4568d8f99e25cd5ef6,vps/E-add-archer,2c297513266bf1f19352b17ba6b61d0ead9d63a8cb6f30a60ee46bf355d29695,null,2000,2000,0,0,1,5,16200,12000,16170,12000,1.3475,0.016539888682746,0.037606666666667,420,1.925,264.953,0,0,0,171,0.001,38.875,0,0,0,1.926,303.828,0.1015,15.1835,0,30,1200,532.4895,483.754,0,0,0,0,0,0,0,0,0,532.4895,483.754,26.663,18.465,5.7685,0
E-add,archer,12000,soldier,50,A-B,e-add-archer-b12000-s50-vs-soldier,e7acfe05a33fca25391b3abe,vps/E-add-archer,bf95006a63c69bcfcf09e321943ca439f78198e170662064835513c4e576b07c,null,2000,2000,0,0,1,5,18000,12000,17970,12000,1.4975,0.01366694490818,0.03828375,600,0.972,316.4625,0,0,0,171,0,24.9575,0,0,0,0.972,341.42,0.05,17.0935,0,30,1200,541.357,492.0405,0,0,0,0,0,0,0,0,0,541.357,492.0405,27.126,18.8145,5.8725,0
E-add,archer,12000,soldier,100,A-B,e-add-archer-b12000-s100-vs-soldier,0aad75b01c82cfbf65be9b39,vps/E-add-archer,967e0322baa93ba847b375b6eebfc28dcac24930d0c3725a738a6e3659bc3100,null,2000,2000,0,0,1,4.975,24000,12000,23970,12000,1.9975,0.0095602836879433,0.040182083333333,1200,0.187,398.634,0,0,0,171,0,8.702,0,0,0,0.187,407.336,0.009,20.39,0,30,1200,584.531,497.1645,0,0,0,0,0,0,0,0,0,584.531,497.1645,29.243,18.9755,5.9355,0
E-add,archer,12000,soldier,0,B-A,e-add-archer-b12000-s0-vs-soldier,9dc70450af0d494f7577cfaf,vps/E-add-archer,579ab46e739ac9fb701f1df9021ed41769fee1e278b654c752fea55f4dd3cf28,null,2000,1986,0,14,0.993,8.068,12000,12000,11970,12000,0.9975,0.049678362573099,0.0397325,0,0,0,0,0,0,171,30.6745,139.5535,0,0,0,30.6745,139.5535,1.537,6.958,0,30,1200,458.9585,648.382,0,0,0,0,0,0,0,0,0,458.9585,648.382,22.969,24.71,7.66,0
E-add,archer,12000,soldier,5,B-A,e-add-archer-b12000-s5-vs-soldier,9d5ae67d37ca0dd1d9e31f84,vps/E-add-archer,097edc27a7cc70de93a8bc538825e58a15229689901454089309167a83b87f15,null,2000,2000,0,0,1,8.0025,12600,12000,12570,12000,1.0475,0.048051710421639,0.040150416666667,60,37.579,22.091,0,0,0,171,5.57,158.912,0,0,0,43.149,181.003,2.194,9.013,0,30,1200,477.3895,635.8155,0,0,0,0,0,0,0,0,0,477.3895,635.8155,23.9605,24.22,7.5725,0
E-add,archer,12000,soldier,10,B-A,e-add-archer-b12000-s10-vs-soldier,8e94f8effee1c0cd3516b517,vps/E-add-archer,f2b561a36c0c583dc3b57c21636003b6657b18e307515ec983c73462edc415f3,null,2000,2000,0,0,1,7.998,13200,12000,13170,12000,1.0975,0.044381548974943,0.040562916666667,120,44.9855,72.679,0,0,0,171,1.142,149.2375,0,0,0,46.1275,221.9165,2.3605,11.075,0,30,1200,501.105,618.335,0,0,0,0,0,0,0,0,0,501.105,618.335,25.0745,23.601,7.3545,0
E-add,archer,12000,soldier,20,B-A,e-add-archer-b12000-s20-vs-soldier,1845cc5aca353540f4c26080,vps/E-add-archer,875105da33a6bb74e210a8a9fb417c52b5132974c20becb6111dea267cea354f,null,2000,2000,0,0,1,7.8325,14400,12000,14370,12000,1.1975,0.035355601948504,0.040967083333333,240,31.189,187.9125,0,0,0,171,0.1065,113.5865,0,0,0,31.2955,301.499,1.6125,15.1105,0,30,1200,526.285,597.4165,0,0,0,0,0,0,0,0,0,526.285,597.4165,26.323,22.8375,7.1585,0
E-add,archer,12000,soldier,35,B-A,e-add-archer-b12000-s35-vs-soldier,9d73fa4568d8f99e25cd5ef6,vps/E-add-archer,e6109ec663b1adb33df60e8c15975b924328786e59a721544477c4198f90fab3,null,2000,2000,0,0,1,7.038,16200,12000,16170,12000,1.3475,0.024335188620903,0.039802916666667,420,11.2685,311.2635,0,0,0,171,0.01,67.0335,0,0,0,11.2785,378.297,0.5655,18.9125,0,30,1200,464.688,641.729,0,0,0,0,0,0,0,0,0,464.688,641.729,23.2795,24.484,7.6275,0
E-add,archer,12000,soldier,50,B-A,e-add-archer-b12000-s50-vs-soldier,e7acfe05a33fca25391b3abe,vps/E-add-archer,c5434c639347bf01fb7ecef2270667ef8e71f7f87ee88e2bd7f441e73b656e60,null,2000,2000,0,0,1,7,18000,12000,17970,12000,1.4975,0.01959571508069,0.04084375,600,5.744,389.049,0,0,0,171,0.002,44.8395,0,0,0,5.746,433.8885,0.291,21.6745,0,30,1200,519.28,602.0865,0,0,0,0,0,0,0,0,0,519.28,602.0865,26.0035,23.009,7.188,0
E-add,archer,12000,soldier,100,B-A,e-add-archer-b12000-s100-vs-soldier,0aad75b01c82cfbf65be9b39,vps/E-add-archer,2aac3ce863da0e5a99837541064c2284e7e9f46e02634a2d0ea291eae803c922,null,2000,2000,0,0,1,6,24000,12000,23970,12000,1.9975,0.01177868168544,0.040819583333333,1200,0.615,472.61,0,0,0,171,0,13.224,0,0,0,0.615,485.834,0.031,24.3745,0,30,1200,517.6495,602.892,0,0,0,0,0,0,0,0,0,517.6495,602.892,25.953,23.0305,7.168,0
E-add,archer,12000,spearman,0,A-B,e-add-archer-b12000-s0-vs-spearman,90452a8e0fc26bc011ac9c96,vps/E-add-archer,48e91cc5c60b4a23d0c41ecf8e76efb72fdc2920ed45157d05c491a5401aaf4d,null,2000,0,0,2000,0,4.0005,12000,12000,11970,11970,1,0.049213450292398,0.050114035087719,0,0,0,0,0,0,171,93.5225,74.645,0,0,0,93.5225,74.645,4.7065,3.709,0,30,0,0,0,171,0.0845,170.9155,0,0,0,0,0,0,0.0845,170.9155,0.003,8.5665,0,30
E-add,archer,12000,spearman,5,A-B,e-add-archer-b12000-s5-vs-spearman,9dfd290a44102763cac17162,vps/E-add-archer,431aaa93a4eafba503bb691711987201b4fefea58ff97aab04f106e4ded5dfb4,null,2000,239,0,1761,0.1195,4.266,12600,12000,12570,11970,1.0501253132832,0.046929196499602,0.049932748538012,60,42.141,14.0885,0,0,0,171,58.9355,101.092,0,0,0,101.0765,115.1805,5.1255,5.6035,0.1635,30,0,0,0,171,25.5485,145.447,0,0,0,0,0,0,25.5485,145.447,1.264,7.2745,0,30
E-add,archer,12000,spearman,10,A-B,e-add-archer-b12000-s10-vs-spearman,d8707fe523c19eaa9f5cc7b4,vps/E-add-archer,7882146c0623a28a2df3b94e40b45efd21eac043fb39ad556cba69238fdaf3e3,null,2000,1971,0,29,0.9855,4.987,13200,12000,13170,11970,1.1002506265664,0.045864844343204,0.050230994152047,120,77.157,32.6285,0,0,0,171,50.9595,105.4135,0,0,0,128.1165,138.042,6.4185,6.8525,0.0055,30,0,0,0,171,105.233,65.7665,0,0,0,0,0,0,105.233,65.7665,5.2475,3.342,0,30
E-add,archer,12000,spearman,20,A-B,e-add-archer-b12000-s20-vs-spearman,789acad8f1d8e37ec319b4c5,vps/E-add-archer,b5bc530d36415b1b936e0df1b54845a0c0faceb39c010a3257cc71088425717b,null,2000,2000,0,0,1,5,14400,12000,14370,11970,1.2005012531328,0.038852122477383,0.050219298245614,240,92.9185,93.592,0,0,0,171,19.331,113.5015,0,0,0,112.2495,207.0935,5.5775,10.35,0,30,0,0,0,171,146.284,24.716,0,0,0,0,0,0,146.284,24.716,7.3145,1.273,0,30
E-add,archer,12000,spearman,35,A-B,e-add-archer-b12000-s35-vs-spearman,786df401f7fbea3841c9c130,vps/E-add-archer,233818cdf4561ea2a4dcef40fd795e8340c75e48b8573b668e49c1c2ce4507bd,null,2000,2000,0,0,1,4.9245,16200,12000,16170,11970,1.3508771929825,0.030170377241806,0.050508771929825,420,84.956,169.1215,0,0,0,171,6.3275,97.487,0,0,0,91.2835,266.6085,4.547,13.3385,0,30,0,0,0,171,160.7795,10.2205,0,0,0,0,0,0,160.7795,10.2205,8.0925,0.5445,0,30
E-add,archer,12000,spearman,50,A-B,e-add-archer-b12000-s50-vs-spearman,fc1cf691d9a15887601fbca3,vps/E-add-archer,561b45e5db7a8e61d10948b0d4b46e804ae6562f53cca419ff3d15ae582519e3,null,2000,2000,0,0,1,4.629,18000,12000,17970,11970,1.5012531328321,0.023670562047858,0.050263157894737,600,68.076,217.416,0,0,0,171,2.408,79.266,0,0,0,70.484,296.682,3.541,14.797,0,30,0,0,0,171,133.292,37.7075,0,0,0,0,0,0,133.292,37.7075,6.6975,1.8975,0,30
E-add,archer,12000,spearman,100,A-B,e-add-archer-b12000-s100-vs-spearman,c6ad75fef5ff41d201b2633d,vps/E-add-archer,95ef95ae1935cc37c65fd88417ebee24a024ee8509c62c22a53b722e17d56c12,null,2000,2000,0,0,1,4.002,24000,12000,23970,11970,2.0025062656642,0.013366082603254,0.050233918128655,1200,36.79,285.154,0,0,0,171,0.2645,45.744,0,0,0,37.0545,330.898,1.879,16.5515,0,30,0,0,0,171,102.906,68.0915,0,0,0,0,0,0,102.906,68.0915,5.1365,3.4535,0,30
